rank,name,team,position,salary,projected_underdog,ceiling,floor,value,ppg,rpg,apg,threes,stl,blk,to,gp
210,Derrick Jones Jr.,LAC,F,3500,20.04,25.0,15.0,7.14,10.1,2.7,1.2,1.2,0.9,1.0,0.8,20
211,Christian Braun,DEN,F,3500,19.82,24.8,14.9,7.09,9.1,4.1,2.6,0.4,0.6,0.4,1.1,17
212,Justin Champagnie,WAS,F,3500,19.79,24.7,14.8,7.06,7.7,5.7,1.1,0.7,0.8,0.6,0.6,49
213,Kris Dunn,LAC,F,3500,19.73,24.7,14.8,7.06,7.9,2.9,3.3,1.0,1.4,0.2,1.4,52
214,Jamal Shead,TOR,F,3500,19.48,24.4,14.6,6.97,6.9,1.9,5.4,1.1,1.0,0.2,1.4,54
215,Zach Collins,CHI,F,3500,19.47,24.3,14.6,6.94,9.7,5.6,1.5,0.9,0.2,0.4,1.0,10
216,Ronald Holland II,DET,F,3500,19.46,24.3,14.6,6.94,8.1,4.3,1.4,0.6,1.4,0.4,1.3,49
217,Rui Hachimura,LAL,F,3630,19.25,24.1,14.4,6.64,12.1,3.5,0.9,1.8,0.5,0.3,0.8,41
218,Brice Sensabaugh,UTA,F,3630,19.18,24.0,14.4,6.61,12.1,2.9,1.6,1.7,0.7,0.1,1.2,50
219,Caleb Love,POR,F,3500,19.17,24.0,14.4,6.86,11.3,2.6,2.7,2.0,0.6,0.1,1.4,44
220,Goga Bitadze,ORL,F,3500,18.9,23.6,14.2,6.74,5.9,5.0,1.2,0.0,0.7,1.2,0.5,42
221,D'Angelo Russell,WAS,F,3500,18.86,23.6,14.1,6.74,10.2,2.3,4.0,1.3,0.5,0.1,1.9,26
222,Bruce Brown,DEN,F,3500,18.8,23.5,14.1,6.71,7.6,4.0,2.2,0.5,1.1,0.3,1.1,53
223,Precious Achiuwa,SAC,F,3500,18.8,23.5,14.1,6.71,7.2,5.5,1.2,0.3,0.8,0.5,0.7,46
224,Dereck Lively II,DAL,F,3500,18.71,23.4,14.0,6.69,4.3,5.3,1.9,0.0,0.6,1.6,1.4,7
225,Jonas Valančiūnas,DEN,F,3500,18.69,23.4,14.0,6.69,9.0,5.2,1.3,0.1,0.2,0.7,1.2,41
226,Luguentz Dort,OKC,F,3500,18.68,23.4,14.0,6.69,8.7,3.9,1.2,2.0,0.9,0.5,0.7,42
227,Yves Missi,NOP,F,3500,18.64,23.3,14.0,6.66,5.6,5.7,1.2,0.0,0.3,1.4,0.7,46
228,Harrison Barnes,SAS,F,3500,18.63,23.3,14.0,6.66,10.6,2.9,2.1,1.9,0.6,0.2,1.0,52
229,Terance Mann,BKN,F,3500,18.61,23.3,14.0,6.66,7.6,3.3,3.5,0.8,0.8,0.2,1.2,44
230,Lonzo Ball,CLE,F,3500,18.55,23.2,13.9,6.63,4.6,4.0,3.9,1.1,1.3,0.3,1.5,35
231,Jaylin Williams,OKC,F,3500,18.45,23.1,13.8,6.6,6.1,5.0,2.5,1.2,0.6,0.6,1.0,38
232,Danny Wolf,BKN,F,3500,18.32,22.9,13.7,6.54,8.1,4.6,2.0,1.1,0.5,0.4,1.0,37
233,Klay Thompson,DAL,F,3500,18.08,22.6,13.6,6.46,11.6,2.4,1.4,2.9,0.5,0.3,0.9,48
234,Jose Alvarado,NYK,F,3500,17.91,22.4,13.4,6.4,8.0,2.8,3.1,1.7,0.9,0.1,1.1,42
235,Dru Smith,MIA,F,3500,17.87,22.3,13.4,6.37,6.2,2.6,2.7,0.7,1.5,0.3,0.9,53
236,Sam Hauser,BOS,F,3500,17.86,22.3,13.4,6.37,9.0,3.8,1.4,2.6,0.6,0.3,0.5,50
237,Craig Porter Jr.,CLE,F,3500,17.8,22.2,13.4,6.34,4.9,3.5,3.2,0.6,1.0,0.6,0.9,47
238,Isaiah Jackson,LAC,F,3500,17.72,22.1,13.3,6.31,6.4,5.6,0.8,0.0,0.7,0.8,1.1,38
239,Kevin Love,UTA,F,3500,17.66,22.1,13.2,6.31,7.0,5.8,1.8,1.4,0.3,0.3,0.8,28
240,AJ Green,MIL,F,3500,17.52,21.9,13.1,6.26,10.5,2.6,2.0,3.0,0.5,0.1,0.9,46
241,Caris LeVert,DET,F,3500,17.51,21.9,13.1,6.26,7.8,1.8,2.9,1.1,0.9,0.6,1.3,34
242,GG Jackson,MEM,F,3500,17.45,21.8,13.1,6.23,8.7,3.5,1.1,0.9,0.7,0.6,1.0,31
243,Ziaire Williams,BKN,F,3500,17.4,21.8,13.0,6.23,9.4,2.5,0.8,1.6,1.1,0.5,1.0,36
244,Daniss Jenkins,DET,F,3500,17.31,21.6,13.0,6.17,8.2,1.8,3.3,1.0,0.9,0.2,1.3,42
245,Kentavious Caldwell-Pope,MEM,F,3500,17.3,21.6,13.0,6.17,8.3,2.5,2.8,1.1,0.8,0.2,1.2,49
246,Jordan Miller,LAC,F,3500,17.29,21.6,13.0,6.17,9.3,3.2,1.7,0.7,0.7,0.2,1.1,31
247,Nikola Jović,MIA,F,3500,17.2,21.5,12.9,6.14,7.9,3.5,2.4,1.0,0.6,0.4,1.5,42
248,Alex Caruso,OKC,F,3500,17.09,21.4,12.8,6.11,6.1,2.7,2.1,1.0,1.4,0.4,0.8,34
249,Tristan da Silva,ORL,F,3500,17.06,21.3,12.8,6.09,8.8,3.3,1.2,1.5,0.8,0.3,0.8,46
250,Jalen Green,PHX,F,3500,16.96,21.2,12.7,6.06,11.0,2.3,2.0,1.8,0.5,0.0,1.3,6
251,Isaiah Joe,OKC,F,3500,16.9,21.1,12.7,6.03,10.0,2.5,1.4,2.3,0.6,0.2,0.6,44
252,Isaac Okoro,CHI,F,3500,16.87,21.1,12.7,6.03,8.8,2.6,1.5,1.1,0.6,0.5,0.6,45
253,Oso Ighodaro,PHX,F,3500,16.7,20.9,12.5,5.97,5.4,4.5,1.8,0.0,0.9,0.6,1.3,53
254,Luka Garza,BOS,F,3500,16.66,20.8,12.5,5.94,7.9,4.3,1.0,0.7,0.4,0.5,0.6,44
255,Kris Murray,POR,F,3500,16.6,20.8,12.5,5.94,6.1,4.0,1.2,0.6,1.2,0.4,0.9,34
256,Jarred Vanderbilt,LAL,F,3500,16.52,20.6,12.4,5.89,5.1,5.1,1.4,0.5,1.0,0.4,1.0,42
257,Tolu Smith,DET,F,3500,16.52,20.6,12.4,5.89,5.2,5.6,0.8,0.0,0.4,1.0,0.8,5
258,Dean Wade,CLE,F,3500,16.42,20.5,12.3,5.86,5.8,4.1,1.6,1.2,0.8,0.4,0.3,43
259,Vít Krejčí,POR,F,3500,16.35,20.4,12.3,5.83,9.0,2.0,1.5,2.2,0.8,0.3,0.6,49
260,Quinten Post,GSW,F,3500,16.33,20.4,12.2,5.83,7.7,3.9,1.3,1.5,0.4,0.5,0.7,53
261,Ryan Dunn,PHX,F,3500,16.17,20.2,12.1,5.77,6.0,4.1,1.5,0.8,0.9,0.4,0.9,46
262,Simone Fontecchio,MIA,F,3500,16.11,20.1,12.1,5.74,8.6,3.3,1.5,1.8,0.5,0.2,0.8,51
263,Cam Whitmore,WAS,F,3500,16.01,20.0,12.0,5.71,9.2,2.8,0.7,0.8,0.7,0.4,0.9,21
264,Paul Reed,DET,F,3500,15.96,20.0,12.0,5.71,5.7,4.3,1.2,0.2,0.8,0.6,0.9,36
265,Javonte Green,DET,F,3500,15.91,19.9,11.9,5.69,7.1,2.8,0.7,1.1,1.4,0.3,0.7,51
266,Blake Wesley,POR,F,3500,15.9,19.9,11.9,5.69,6.5,2.0,3.0,0.7,1.2,0.1,1.4,10
267,Cole Anthony,PHX,F,3500,15.75,19.7,11.8,5.63,6.7,2.5,3.5,0.6,0.6,0.3,1.9,35
268,Svi Mykhailiuk,UTA,F,3500,15.75,19.7,11.8,5.63,8.9,2.5,1.9,1.8,0.5,0.1,0.8,44
269,Ryan Nembhard,DAL,F,3500,15.71,19.6,11.8,5.6,6.7,1.8,4.9,0.9,0.3,0.0,1.4,38
270,Walter Clayton Jr.,MEM,F,3500,15.65,19.6,11.7,5.6,6.9,2.0,3.3,1.0,0.6,0.3,1.3,47
271,Nae'Qwan Tomlin,CLE,F,3500,15.52,19.4,11.6,5.54,6.5,3.1,1.0,0.4,0.8,0.6,0.4,42
272,Corey Kispert,ATL,F,3500,15.44,19.3,11.6,5.51,9.7,2.2,1.6,1.6,0.4,0.1,0.8,33
273,Landry Shamet,NYK,F,3500,15.38,19.2,11.5,5.49,9.3,1.9,1.4,2.1,0.5,0.2,0.4,28
274,Luke Kennard,LAL,F,3500,15.37,19.2,11.5,5.49,8.0,2.1,2.1,1.6,0.7,0.1,0.7,47
275,Bogdan Bogdanović,LAC,F,3500,15.36,19.2,11.5,5.49,7.6,2.8,2.6,1.4,0.5,0.1,1.3,17
276,Micah Potter,IND,F,3500,15.32,19.1,11.5,5.46,6.9,4.1,1.4,1.2,0.4,0.3,0.7,20
277,Jaden Ivey,CHI,F,3500,15.31,19.1,11.5,5.46,8.4,2.3,1.7,1.3,0.6,0.3,1.1,35
278,Buddy Hield,ATL,F,3500,15.25,19.1,11.4,5.46,8.0,2.5,1.5,1.5,0.8,0.2,1.0,44
279,Brook Lopez,LAC,F,3500,15.04,18.8,11.3,5.37,6.6,2.7,1.0,1.4,0.5,1.0,0.8,45
280,Jordan Walsh,BOS,F,3500,14.86,18.6,11.1,5.31,5.4,4.3,0.8,0.7,0.8,0.4,0.5,47
281,Tyrese Martin,BKN,F,3500,14.83,18.5,11.1,5.29,7.3,2.9,1.9,1.4,0.6,0.1,0.9,37
282,Will Richard,GSW,F,3500,14.78,18.5,11.1,5.29,6.7,2.4,1.4,1.1,1.2,0.1,0.8,48
283,Bones Hyland,MIN,F,3500,14.74,18.4,11.1,5.26,7.3,1.7,2.6,1.3,0.6,0.2,0.9,45
284,Kenrich Williams,OKC,F,3500,14.68,18.4,11.0,5.26,6.9,3.4,1.6,0.9,0.6,0.1,0.8,33
285,Trendon Watford,PHI,F,3500,14.68,18.4,11.0,5.26,6.0,3.4,2.6,0.3,0.3,0.3,1.1,30
286,Jaxson Hayes,LAL,F,3500,14.66,18.3,11.0,5.23,6.4,3.8,0.8,0.0,0.4,0.6,0.5,42
287,Sion James,CHA,F,3500,14.65,18.3,11.0,5.23,5.7,3.5,1.9,1.0,0.6,0.3,0.8,53
288,Josh Minott,BKN,F,3500,14.32,17.9,10.7,5.11,5.8,3.6,1.0,1.0,0.7,0.4,0.6,33
289,Quenton Jackson,IND,F,3500,14.26,17.8,10.7,5.09,7.8,1.8,1.8,0.8,0.7,0.2,1.1,24
290,Jamaree Bouyea,PHX,F,3500,14.23,17.8,10.7,5.09,6.7,1.9,1.7,0.6,0.7,0.4,0.6,27
291,Spencer Jones,DEN,F,3500,14.22,17.8,10.7,5.09,6.0,3.1,0.8,1.0,0.9,0.4,0.6,46
292,Sidy Cissoko,POR,F,3500,14.2,17.8,10.6,5.09,6.6,2.5,1.6,1.1,0.8,0.3,1.1,48
293,Pat Spencer,GSW,F,3500,14.14,17.7,10.6,5.06,6.0,2.2,3.0,0.8,0.6,0.1,1.1,37
294,Mouhamed Gueye,ATL,F,3500,14.02,17.5,10.5,5.0,4.8,3.6,1.0,0.5,0.8,0.5,0.5,51
295,Patrick Williams,CHI,F,3500,14.0,17.5,10.5,5.0,6.8,3.0,1.2,1.3,0.6,0.3,0.9,49
296,Jordan Clarkson,NYK,F,3500,13.96,17.5,10.5,5.0,9.2,1.8,1.4,1.2,0.4,0.1,1.0,49
297,Nique Clifford,SAC,F,3500,13.95,17.4,10.5,4.97,6.5,3.0,1.5,0.9,0.6,0.3,1.1,50
298,Tristan Vukcevic,WAS,F,3500,13.95,17.4,10.5,4.97,7.5,2.5,1.1,0.6,0.3,0.7,1.2,33
299,Ben Sheppard,IND,F,3500,13.92,17.4,10.4,4.97,6.3,3.1,1.8,1.2,0.5,0.1,0.6,42
300,Javon Small,MEM,F,3500,13.89,17.4,10.4,4.97,5.9,2.2,3.3,0.8,0.3,0.2,1.1,19
301,Tidjane Salaün,CHA,F,3500,13.88,17.4,10.4,4.97,6.4,4.4,0.8,1.0,0.4,0.2,0.8,31
302,KJ Simpson,CHA,F,3500,13.87,17.3,10.4,4.94,6.0,2.1,2.5,0.9,1.1,0.0,1.7,14
303,Bryce McGowens,NOP,F,3500,13.8,17.2,10.4,4.91,7.7,2.0,1.4,0.9,0.6,0.1,0.5,30
304,Nolan Traore,BKN,F,3500,13.8,17.2,10.4,4.91,6.8,1.5,3.0,1.0,0.4,0.3,1.4,29
305,Johnny Furphy,IND,F,3500,13.78,17.2,10.3,4.91,5.1,4.4,1.2,0.7,0.6,0.2,0.8,35
306,Jalen Pickett,DEN,F,3500,13.59,17.0,10.2,4.86,5.6,2.7,2.7,1.0,0.4,0.1,0.8,37
307,Gary Trent Jr.,MIL,F,3500,13.57,17.0,10.2,4.86,8.5,1.1,1.5,2.0,0.6,0.1,0.6,46
308,Noah Penda,ORL,F,3500,13.56,16.9,10.2,4.83,5.0,3.8,1.2,0.7,0.6,0.4,0.8,36
309,Kobe Sanders,LAC,F,3500,13.47,16.8,10.1,4.8,7.1,2.6,1.7,1.1,0.6,0.1,1.4,44
310,Tre Mann,CHA,F,3500,13.46,16.8,10.1,4.8,7.3,2.3,2.2,1.3,0.4,0.1,1.4,32
311,Clint Capela,HOU,F,3500,13.42,16.8,10.1,4.8,3.8,4.6,0.6,0.0,0.5,0.7,0.4,45
312,Jamir Watkins,WAS,F,3500,13.32,16.6,10.0,4.74,4.5,3.6,0.8,0.5,0.8,0.5,0.6,26
313,Adem Bona,PHI,F,3500,13.3,16.6,10.0,4.74,4.1,4.0,0.2,0.0,0.3,1.3,0.7,43
314,Moritz Wagner,ORL,F,3500,13.29,16.6,10.0,4.74,8.5,3.2,0.3,1.2,0.4,0.0,0.7,11
315,Kevon Looney,NOP,F,3500,13.27,16.6,10.0,4.74,2.7,5.1,1.5,0.1,0.4,0.5,0.5,17
316,Ja'Kobe Walter,TOR,F,3500,13.24,16.6,9.9,4.74,6.3,2.2,1.0,1.1,0.9,0.2,0.5,44
317,Grant Williams,CHA,F,3500,13.16,16.4,9.9,4.69,5.9,3.8,1.0,1.0,0.4,0.2,0.6,12
318,John Konchar,UTA,F,3500,13.14,16.4,9.9,4.69,3.2,3.2,1.4,0.4,1.0,0.5,0.5,31
319,Mike Conley,MIN,F,3500,13.01,16.3,9.8,4.66,4.4,1.8,2.9,1.0,0.6,0.3,0.6,44
320,Gary Payton II,GSW,F,3500,12.99,16.2,9.7,4.63,5.1,3.2,1.5,0.4,0.6,0.3,0.9,48
321,Will Riley,WAS,F,3500,12.94,16.2,9.7,4.63,7.0,2.2,1.4,0.8,0.6,0.1,0.9,44
322,Moussa Cisse,DAL,F,3500,12.9,16.1,9.7,4.6,3.7,4.5,0.2,0.0,0.3,1.1,0.7,30
323,Kasparas Jakučionis,MIA,F,3500,12.88,16.1,9.7,4.6,4.9,2.4,2.4,1.1,0.7,0.1,0.9,27
324,Jared McCain,OKC,F,3500,12.85,16.1,9.6,4.6,6.6,2.0,1.7,1.2,0.6,0.1,0.8,38
325,Josh Okogie,HOU,F,3500,12.73,15.9,9.5,4.54,5.3,2.9,0.9,0.9,0.9,0.2,0.7,51
326,Gui Santos,GSW,F,3500,12.66,15.8,9.5,4.51,5.4,2.8,1.4,0.9,0.6,0.3,0.9,42
327,Keon Ellis,CLE,SG,4500,12.48,15.6,9.4,3.47,5.6,1.4,0.6,1.3,1.1,0.5,0.5,45
328,Cody Williams,UTA,F,3500,12.31,15.4,9.2,4.4,5.8,2.3,0.9,0.4,0.6,0.4,0.6,39
329,Karlo Matković,NOP,F,3500,12.27,15.3,9.2,4.37,4.7,3.1,0.7,0.5,0.4,0.7,0.5,41
330,Taurean Prince,MIL,F,3500,12.22,15.3,9.2,4.37,6.1,1.6,1.0,1.5,0.8,0.3,0.6,8
331,Tyler Kolek,NYK,F,3500,12.18,15.2,9.1,4.34,5.0,1.9,3.0,0.8,0.4,0.1,1.1,46
332,Ben Saraf,BKN,F,3500,12.12,15.1,9.1,4.31,4.9,1.6,2.8,0.6,0.8,0.2,1.9,20
333,Gradey Dick,TOR,F,3500,12.09,15.1,9.1,4.31,6.5,2.2,0.7,0.9,0.7,0.1,0.5,54
334,Christian Koloko,ATL,F,3500,12.01,15.0,9.0,4.29,2.8,3.3,0.7,0.1,0.6,1.0,0.6,20
335,Jeremiah Robinson-Earl,DAL,F,3500,11.99,15.0,9.0,4.29,4.6,4.7,0.7,0.5,0.4,0.0,0.5,22
336,Trayce Jackson-Davis,TOR,F,3500,11.81,14.8,8.9,4.23,4.3,3.3,0.9,0.0,0.4,0.5,0.5,37
337,Bradley Beal,LAC,F,3500,11.71,14.6,8.8,4.17,8.2,0.8,1.7,1.2,0.5,0.0,1.5,6
338,Devin Carter,SAC,F,3500,11.65,14.6,8.7,4.17,5.1,2.0,1.7,0.4,0.6,0.2,0.8,18
339,Drake Powell,BKN,F,3500,11.42,14.3,8.6,4.09,6.0,1.6,1.6,0.7,0.5,0.2,1.0,40
340,Marcus Sasser,DET,F,3500,11.38,14.2,8.5,4.06,5.6,0.9,2.0,1.1,0.7,0.1,0.7,16
341,Nicolas Batum,LAC,F,3500,11.32,14.2,8.5,4.06,4.4,2.6,0.8,1.4,0.7,0.4,0.7,51
342,Daeqwon Plowden,SAC,F,3500,11.26,14.1,8.4,4.03,5.6,2.8,1.0,0.8,0.2,0.2,0.4,5
343,Chris Paul,TOR,F,3500,11.11,13.9,8.3,3.97,2.9,1.8,3.3,0.6,0.7,0.0,1.0,16
344,Olivier-Maxence Prosper,MEM,F,3500,11.01,13.8,8.3,3.94,6.1,2.8,0.7,0.8,0.3,0.1,0.7,28
345,Drew Eubanks,SAC,F,3500,10.99,13.7,8.2,3.91,5.1,2.7,0.3,0.0,0.4,0.6,0.8,31
346,Hugo González,BOS,F,3500,10.98,13.7,8.2,3.91,3.9,3.4,0.6,0.5,0.6,0.3,0.6,48
347,Myron Gardner,MIA,F,3500,10.96,13.7,8.2,3.91,4.2,2.8,1.0,0.7,0.5,0.2,0.2,24
348,PJ Hall,CHA,F,3500,10.95,13.7,8.2,3.91,4.6,3.5,0.5,0.2,0.1,0.6,0.7,15
349,Caleb Martin,DAL,F,3500,10.9,13.6,8.2,3.89,3.5,2.5,1.6,0.3,0.7,0.2,0.7,45
350,Thomas Bryant,CLE,F,3500,10.86,13.6,8.1,3.89,5.2,2.8,0.6,0.7,0.2,0.4,0.4,37
351,Taylor Hendricks,MEM,F,3500,10.85,13.6,8.1,3.89,5.0,3.0,0.7,0.7,0.4,0.2,0.6,35
352,Dwight Powell,DAL,F,3500,10.74,13.4,8.1,3.83,2.9,3.7,1.0,0.0,0.5,0.3,0.5,38
353,Branden Carlson,OKC,F,3500,10.62,13.3,8.0,3.8,4.9,2.6,0.6,0.6,0.2,0.5,0.4,34
354,Julian Strawther,DEN,F,3500,10.5,13.1,7.9,3.74,5.7,2.0,1.0,0.6,0.4,0.1,0.6,30
355,Asa Newell,ATL,F,3500,10.47,13.1,7.9,3.74,5.3,2.1,0.5,0.7,0.4,0.4,0.5,37
356,Ethan Thompson,IND,F,3500,10.44,13.0,7.8,3.71,4.5,1.7,1.4,0.9,0.5,0.3,0.6,21
357,Micah Peavy,NOP,F,3500,10.4,13.0,7.8,3.71,4.4,2.0,1.0,0.5,0.7,0.1,0.3,45
358,Jaden Hardy,WAS,F,3500,10.33,12.9,7.7,3.69,6.9,1.4,0.9,1.4,0.3,0.1,0.8,34
359,Baylor Scheierman,BOS,F,3500,10.26,12.8,7.7,3.66,3.7,2.8,1.0,0.9,0.6,0.1,0.4,48
360,Zeke Nnaji,DEN,F,3500,10.21,12.8,7.7,3.66,4.2,2.8,0.5,0.3,0.3,0.5,0.5,39
361,Tyus Jones,DAL,F,3500,10.17,12.7,7.6,3.63,3.0,1.1,2.5,0.6,0.7,0.1,0.3,49
362,Larry Nance Jr.,CLE,F,3500,10.12,12.6,7.6,3.6,3.6,2.6,1.0,0.6,0.6,0.2,0.5,24
363,Josh Green,CHA,F,3500,9.98,12.5,7.5,3.57,4.7,1.9,1.0,1.1,0.6,0.1,0.6,29
364,Jeremy Sochan,SAS,F,3500,9.92,12.4,7.4,3.54,4.1,2.6,1.0,0.3,0.4,0.2,0.6,28
365,RayJ Dennis,ATL,F,3500,9.9,12.4,7.4,3.54,4.3,1.5,2.0,0.8,0.3,0.3,1.0,15
366,Dalen Terry,CHI,F,3500,9.83,12.3,7.4,3.51,3.5,1.9,1.3,0.6,0.6,0.3,0.6,34
367,Justin Edwards,PHI,F,3500,9.73,12.2,7.3,3.49,4.6,1.4,1.1,0.9,0.6,0.2,0.6,39
368,Ochai Agbaji,BKN,F,3500,9.71,12.1,7.3,3.46,4.3,2.3,0.7,0.3,0.4,0.3,0.5,42
369,Pete Nance,MIL,F,3500,9.7,12.1,7.3,3.46,5.0,2.0,0.6,1.0,0.4,0.2,0.4,20
370,Sharife Cooper,WAS,F,3500,9.7,12.1,7.3,3.46,5.4,2.0,1.6,0.5,0.2,0.1,1.4,11
371,Jabari Walker,PHI,F,3500,9.57,12.0,7.2,3.43,3.7,3.1,0.5,0.4,0.4,0.2,0.4,45
372,Keaton Wallace,ATL,F,3500,9.54,11.9,7.2,3.4,3.9,1.2,2.0,0.9,0.5,0.1,0.6,40
373,Jevon Carter,ORL,F,3500,9.52,11.9,7.1,3.4,5.4,1.1,0.8,1.4,0.6,0.1,0.5,23
374,Aaron Holiday,HOU,F,3500,9.48,11.9,7.1,3.4,5.7,0.9,1.0,1.2,0.5,0.1,0.6,35
375,Jericho Sims,MIL,F,3500,9.4,11.8,7.1,3.37,3.1,4.0,0.8,0.0,0.2,0.2,0.9,36
376,Jaylen Clark,MIN,F,3500,9.38,11.7,7.0,3.34,3.8,1.9,0.6,0.4,0.7,0.2,0.3,51
377,Nick Richards,CHI,F,3500,9.33,11.7,7.0,3.34,3.6,3.4,0.3,0.0,0.2,0.5,0.9,29
378,Chris Boucher,BOS,F,3500,9.25,11.6,6.9,3.31,2.3,2.0,0.3,0.2,0.6,0.8,0.1,9
379,Garrison Mathews,IND,F,3500,9.17,11.5,6.9,3.29,5.2,1.1,0.7,1.1,0.4,0.2,0.2,15
380,Jase Richardson,ORL,F,3500,9.06,11.3,6.8,3.23,5.1,1.3,1.2,0.6,0.3,0.1,0.6,37
381,Jonathan Isaac,ORL,F,3500,9.0,11.2,6.8,3.2,2.8,2.5,0.4,0.2,0.4,0.6,0.4,43
382,Gabe Vincent,ATL,F,3500,8.93,11.2,6.7,3.2,4.8,0.9,1.3,1.3,0.5,0.0,0.4,29
383,Tyrese Proctor,CLE,F,3500,8.92,11.2,6.7,3.2,4.9,1.1,1.4,0.9,0.4,0.0,0.6,38
384,Tony Bradley,IND,F,3500,8.91,11.1,6.7,3.17,4.0,2.8,0.5,0.0,0.2,0.2,0.4,38
385,Jalen Wilson,BKN,F,3500,8.9,11.1,6.7,3.17,5.5,1.5,0.6,1.0,0.3,0.1,0.5,33
386,Eric Gordon,PHI,F,3500,8.81,11.0,6.6,3.14,5.5,0.3,0.5,1.3,0.7,0.2,0.5,6
387,Nick Smith Jr.,LAL,F,3500,8.81,11.0,6.6,3.14,5.8,0.8,1.1,1.1,0.3,0.1,0.8,24
388,Malaki Branham,CHA,F,3500,8.72,10.9,6.5,3.11,4.6,1.6,0.8,0.5,0.4,0.1,0.5,28
389,Rob Dillingham,CHI,F,3500,8.59,10.7,6.4,3.06,3.6,1.2,1.7,0.4,0.6,0.1,1.1,36
390,Liam McNeeley,CHA,F,3500,8.32,10.4,6.2,2.97,4.1,2.1,0.8,0.8,0.2,0.1,0.4,28
391,Luke Travers,CLE,F,3500,8.3,10.4,6.2,2.97,2.3,2.0,0.8,0.1,0.6,0.3,0.3,12
392,Jett Howard,ORL,F,3500,8.26,10.3,6.2,2.94,4.8,1.3,0.8,0.9,0.2,0.1,0.2,32
393,Yanic Konan Niederhäuser,LAC,F,3500,8.21,10.3,6.2,2.94,3.8,2.3,0.3,0.0,0.1,0.5,0.6,32
394,Dorian Finney-Smith,HOU,F,3500,8.13,10.2,6.1,2.91,2.9,2.4,0.7,0.6,0.4,0.2,0.5,19
395,Jordan Hawkins,NOP,F,3500,8.11,10.1,6.1,2.89,4.3,1.8,0.7,0.8,0.2,0.2,0.6,35
396,Jahmai Mashack,MEM,F,3500,8.07,10.1,6.1,2.89,2.1,1.1,0.9,0.5,1.3,0.0,0.6,10
397,David Jones Garcia,SAS,F,3500,8.04,10.0,6.0,2.86,2.9,1.2,1.6,0.3,0.5,0.1,0.5,11
398,Ousmane Dieng,MIL,F,3500,8.02,10.0,6.0,2.86,3.7,1.6,1.0,0.7,0.1,0.3,0.3,27
399,Ron Harper Jr.,BOS,F,3500,8.0,10.0,6.0,2.86,3.0,2.0,0.8,0.7,0.1,0.4,0.1,9
400,Kelly Olynyk,SAS,F,3500,7.98,10.0,6.0,2.86,3.3,1.9,1.2,0.3,0.4,0.0,0.6,29
401,DaRon Holmes II,DEN,F,3500,7.92,9.9,5.9,2.83,3.9,1.6,1.0,0.9,0.0,0.3,0.3,15
402,Gary Harris,MIL,F,3500,7.75,9.7,5.8,2.77,2.6,1.5,1.1,0.6,0.6,0.1,0.4,36
403,Mason Plumlee,CHA,F,3500,7.63,9.5,5.7,2.71,1.9,2.9,1.1,0.0,0.4,0.0,0.6,14
404,Monte Morris,IND,F,3500,7.59,9.5,5.7,2.71,3.0,1.2,1.5,0.3,0.2,0.2,0.3,6
405,Rayan Rupert,POR,F,3500,7.56,9.4,5.7,2.69,2.9,1.8,0.8,0.5,0.6,0.0,0.5,45
406,Dalton Knecht,LAL,F,3500,7.53,9.4,5.6,2.69,4.6,1.4,0.3,0.7,0.2,0.2,0.4,41
407,Guerschon Yabusele,CHI,F,3500,7.51,9.4,5.6,2.69,3.2,2.3,0.5,0.6,0.2,0.2,0.4,43
408,A.J. Lawson,TOR,F,3500,7.46,9.3,5.6,2.66,3.8,1.8,0.2,0.6,0.3,0.2,0.3,13
409,Ariel Hukporti,NYK,F,3500,7.43,9.3,5.6,2.66,1.9,2.9,0.5,0.0,0.1,0.5,0.5,37
410,Isaiah Livers,PHX,F,3500,7.23,9.0,5.4,2.57,2.2,1.9,0.7,0.4,0.4,0.3,0.4,29
411,Maxi Kleber,LAL,F,3500,7.2,9.0,5.4,2.57,2.1,2.0,0.8,0.2,0.4,0.2,0.3,26
412,Alijah Martin,TOR,F,3500,7.17,9.0,5.4,2.57,2.7,1.1,0.7,0.2,0.5,0.3,0.3,12
413,Terrence Shannon Jr.,MIN,F,3500,7.16,8.9,5.4,2.54,4.5,1.3,0.6,0.7,0.3,0.0,0.7,22
414,Joan Beringer,MIN,F,3500,7.15,8.9,5.4,2.54,3.1,2.0,0.3,0.0,0.1,0.4,0.3,26
415,Cam Christie,LAC,F,3500,6.82,8.5,5.1,2.43,3.5,1.6,0.6,0.3,0.2,0.1,0.4,37
416,Kobe Brown,IND,F,3500,6.82,8.5,5.1,2.43,2.9,1.6,0.8,0.4,0.3,0.1,0.4,34
417,Drew Timme,LAL,F,3500,6.61,8.3,5.0,2.37,3.1,1.3,0.9,0.3,0.3,0.0,0.3,16
418,Wendell Moore Jr.,DET,F,3500,6.54,8.2,4.9,2.34,2.0,1.2,0.6,0.0,0.4,0.4,0.2,5
419,Carter Bryant,SAS,F,3500,6.48,8.1,4.9,2.31,3.0,1.9,0.2,0.5,0.2,0.2,0.3,41
420,Julian Phillips,MIN,F,3500,6.44,8.1,4.8,2.31,2.8,1.2,0.2,0.4,0.5,0.2,0.2,36
421,Amari Williams,BOS,F,3500,6.42,8.0,4.8,2.29,1.6,2.1,0.4,0.0,0.1,0.6,0.4,14
